keypoint,x,y,action
F,222,123,0
G,204,106,0
H,229,150,0
I,206,141,0
J,204,134,0
K,0,0,0
L,204,138,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,234,89,0
B,196,58,0
C,226,82,0
D,204,58,0
E,204,82,0
F,222,123,0
G,204,106,0
H,229,150,0
I,206,141,0
J,204,134,0
K,0,0,0
L,204,138,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,234,89,0
B,196,58,0
C,226,82,0
D,204,58,0
E,204,82,0
F,222,123,0
G,204,106,0
H,229,150,0
I,206,141,0
J,204,134,0
K,0,0,0
L,204,138,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,234,89,0
B,196,58,0
C,226,82,0
D,204,58,0
E,204,82,0
F,222,123,0
G,204,106,0
H,229,150,0
I,206,141,0
J,204,134,0
K,0,0,0
L,204,138,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,234,89,0
B,196,58,0
C,226,82,0
D,204,58,0
E,204,82,0
F,222,123,0
G,204,106,0
H,229,150,0
I,206,141,0
J,204,134,0
K,0,0,0
L,204,138,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,234,89,0
B,196,58,0
C,226,82,0
D,204,58,0
E,204,82,0
F,222,123,0
G,204,106,0
H,229,150,0
I,206,141,0
J,204,134,0
K,0,0,0
L,204,138,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,234,89,0
B,196,58,0
C,226,82,0
D,204,58,0
E,204,82,0
F,222,123,0
G,204,106,0
H,229,150,0
I,206,141,0
J,204,134,0
K,0,0,0
L,204,138,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,490,172,0
B,623,100,0
C,481,164,0
D,639,102,0
E,474,171,0
F,655,271,0
G,475,273,0
H,646,538,0
I,315,527,0
J,803,621,0
K,475,629,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,490,172,0
B,623,100,0
C,481,164,0
D,639,102,0
E,474,171,0
F,655,271,0
G,475,273,0
H,646,538,0
I,315,527,0
J,803,621,0
K,475,629,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,490,172,0
B,623,100,0
C,481,164,0
D,639,102,0
E,474,171,0
F,655,271,0
G,475,273,0
H,646,538,0
I,315,527,0
J,803,621,0
K,475,629,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,490,172,0
B,623,100,0
C,481,164,0
D,639,102,0
E,474,171,0
F,655,271,0
G,475,273,0
H,646,538,0
I,315,527,0
J,803,621,0
K,475,629,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,490,172,0
B,623,100,0
C,481,164,0
D,639,102,0
E,474,171,0
F,655,271,0
G,475,273,0
H,646,538,0
I,315,527,0
J,803,621,0
K,475,629,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,490,172,0
B,623,100,0
C,481,164,0
D,639,102,0
E,474,171,0
F,655,271,0
G,475,273,0
H,646,538,0
I,315,527,0
J,803,621,0
K,475,629,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,490,172,0
B,623,100,0
C,481,164,0
D,639,102,0
E,474,171,0
F,655,271,0
G,475,273,0
H,646,538,0
I,315,527,0
J,803,621,0
K,475,629,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,490,172,0
B,623,100,0
C,481,164,0
D,639,102,0
E,474,171,0
F,655,271,0
G,475,273,0
H,646,538,0
I,315,527,0
J,803,621,0
K,475,629,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,490,172,0
B,623,100,0
C,481,164,0
D,639,102,0
E,474,171,0
F,655,271,0
G,475,273,0
H,646,538,0
I,315,527,0
J,803,621,0
K,475,629,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,424,164,0
B,430,129,0
C,340,128,0
D,438,130,0
E,336,133,0
F,533,170,0
G,327,165,0
H,0,0,0
I,210,246,0
J,0,0,0
K,319,289,0
L,0,0,0
M,320,371,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,424,164,0
B,430,129,0
C,340,128,0
D,438,130,0
E,336,133,0
F,533,170,0
G,327,165,0
H,0,0,0
I,210,246,0
J,0,0,0
K,319,289,0
L,0,0,0
M,320,371,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,424,164,0
B,430,129,0
C,340,128,0
D,438,130,0
E,336,133,0
F,533,170,0
G,327,165,0
H,0,0,0
I,210,246,0
J,0,0,0
K,319,289,0
L,0,0,0
M,320,371,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,424,164,0
B,430,129,0
C,340,128,0
D,438,130,0
E,336,133,0
F,533,170,0
G,327,165,0
H,0,0,0
I,210,246,0
J,0,0,0
K,319,289,0
L,0,0,0
M,320,371,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,424,164,0
B,430,129,0
C,340,128,0
D,438,130,0
E,336,133,0
F,533,170,0
G,327,165,0
H,0,0,0
I,210,246,0
J,0,0,0
K,319,289,0
L,0,0,0
M,320,371,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,424,164,0
B,430,129,0
C,340,128,0
D,438,130,0
E,336,133,0
F,533,170,0
G,327,165,0
H,0,0,0
I,210,246,0
J,0,0,0
K,319,289,0
L,0,0,0
M,320,371,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,424,164,0
B,430,129,0
C,340,128,0
D,438,130,0
E,336,133,0
F,533,170,0
G,327,165,0
H,0,0,0
I,210,246,0
J,0,0,0
K,319,289,0
L,0,0,0
M,320,371,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,424,164,0
B,430,129,0
C,340,128,0
D,438,130,0
E,336,133,0
F,533,170,0
G,327,165,0
H,0,0,0
I,210,246,0
J,0,0,0
K,319,289,0
L,0,0,0
M,320,371,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,424,164,0
B,430,129,0
C,340,128,0
D,438,130,0
E,336,133,0
F,533,170,0
G,327,165,0
H,0,0,0
I,210,246,0
J,0,0,0
K,319,289,0
L,0,0,0
M,320,371,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,362,105,0
B,365,68,0
C,356,68,0
D,0,0,0
E,344,72,0
F,374,130,0
G,277,130,0
H,439,193,0
I,192,169,0
J,442,178,0
K,281,179,0
L,368,241,0
M,280,243,0
N,452,289,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,362,105,0
B,365,68,0
C,356,68,0
D,0,0,0
E,344,72,0
F,374,130,0
G,277,130,0
H,439,193,0
I,192,169,0
J,442,178,0
K,281,179,0
L,368,241,0
M,280,243,0
N,452,289,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,362,105,0
B,365,68,0
C,356,68,0
D,0,0,0
E,344,72,0
F,374,130,0
G,277,130,0
H,439,193,0
I,192,169,0
J,442,178,0
K,281,179,0
L,368,241,0
M,280,243,0
N,452,289,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,362,105,0
B,365,68,0
C,356,68,0
D,0,0,0
E,344,72,0
F,374,130,0
G,277,130,0
H,439,193,0
I,192,169,0
J,442,178,0
K,281,179,0
L,368,241,0
M,280,243,0
N,452,289,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,362,105,0
B,365,68,0
C,356,68,0
D,0,0,0
E,344,72,0
F,374,130,0
G,277,130,0
H,439,193,0
I,192,169,0
J,442,178,0
K,281,179,0
L,368,241,0
M,280,243,0
N,452,289,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,362,105,0
B,365,68,0
C,356,68,0
D,0,0,0
E,344,72,0
F,374,130,0
G,277,130,0
H,439,193,0
I,192,169,0
J,442,178,0
K,281,179,0
L,368,241,0
M,280,243,0
N,452,289,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,362,105,0
B,365,68,0
C,356,68,0
D,0,0,0
E,344,72,0
F,374,130,0
G,277,130,0
H,439,193,0
I,192,169,0
J,442,178,0
K,281,179,0
L,368,241,0
M,280,243,0
N,452,289,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,362,105,0
B,365,68,0
C,356,68,0
D,0,0,0
E,344,72,0
F,374,130,0
G,277,130,0
H,439,193,0
I,192,169,0
J,442,178,0
K,281,179,0
L,368,241,0
M,280,243,0
N,452,289,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,362,105,0
B,365,68,0
C,356,68,0
D,0,0,0
E,344,72,0
F,374,130,0
G,277,130,0
H,439,193,0
I,192,169,0
J,442,178,0
K,281,179,0
L,368,241,0
M,280,243,0
N,452,289,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,406,187,0
B,411,181,0
C,401,181,0
D,416,172,0
E,391,181,0
F,494,236,0
G,308,237,0
H,498,299,0
I,217,243,0
J,494,305,0
K,303,304,0
L,421,357,0
M,313,358,0
N,499,418,0
O,302,354,0
P,0,0,0
Q,0,0,0
A,406,187,0
B,411,181,0
C,401,181,0
D,416,172,0
E,391,181,0
F,494,236,0
G,308,237,0
H,498,299,0
I,217,243,0
J,494,305,0
K,303,304,0
L,421,357,0
M,313,358,0
N,499,418,0
O,302,354,0
P,0,0,0
Q,0,0,0
A,406,187,0
B,411,181,0
C,401,181,0
D,416,172,0
E,391,181,0
F,494,236,0
G,308,237,0
H,498,299,0
I,217,243,0
J,494,305,0
K,303,304,0
L,421,357,0
M,313,358,0
N,499,418,0
O,302,354,0
P,0,0,0
Q,0,0,0
A,406,187,0
B,411,181,0
C,401,181,0
D,416,172,0
E,391,181,0
F,494,236,0
G,308,237,0
H,498,299,0
I,217,243,0
J,494,305,0
K,303,304,0
L,421,357,0
M,313,358,0
N,499,418,0
O,302,354,0
P,0,0,0
Q,0,0,0
A,406,187,0
B,411,181,0
C,401,181,0
D,416,172,0
E,391,181,0
F,494,236,0
G,308,237,0
H,498,299,0
I,217,243,0
J,494,305,0
K,303,304,0
L,421,357,0
M,313,358,0
N,499,418,0
O,302,354,0
P,0,0,0
Q,0,0,0
A,406,187,0
B,411,181,0
C,401,181,0
D,416,172,0
E,391,181,0
F,494,236,0
G,308,237,0
H,498,299,0
I,217,243,0
J,494,305,0
K,303,304,0
L,421,357,0
M,313,358,0
N,499,418,0
O,302,354,0
P,0,0,0
Q,0,0,0
A,406,187,0
B,411,181,0
C,401,181,0
D,416,172,0
E,391,181,0
F,494,236,0
G,308,237,0
H,498,299,0
I,217,243,0
J,494,305,0
K,303,304,0
L,421,357,0
M,313,358,0
N,499,418,0
O,302,354,0
P,0,0,0
Q,0,0,0
A,406,187,0
B,411,181,0
C,401,181,0
D,416,172,0
E,391,181,0
F,494,236,0
G,308,237,0
H,498,299,0
I,217,243,0
J,494,305,0
K,303,304,0
L,421,357,0
M,313,358,0
N,499,418,0
O,302,354,0
P,0,0,0
Q,0,0,0
A,406,187,0
B,411,181,0
C,401,181,0
D,416,172,0
E,391,181,0
F,494,236,0
G,308,237,0
H,498,299,0
I,217,243,0
J,494,305,0
K,303,304,0
L,421,357,0
M,313,358,0
N,499,418,0
O,302,354,0
P,0,0,0
Q,0,0,0
A,708,277,0
B,708,270,0
C,493,271,0
D,1919,147,0
E,475,275,0
F,720,415,0
G,1675,393,0
H,736,547,0
I,1668,671,0
J,727,538,0
K,239,685,0
L,479,684,0
M,1681,814,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,708,277,0
B,708,270,0
C,493,271,0
D,1919,147,0
E,475,275,0
F,720,415,0
G,1675,393,0
H,736,547,0
I,1668,671,0
J,727,538,0
K,239,685,0
L,479,684,0
M,1681,814,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,708,277,0
B,708,270,0
C,493,271,0
D,1919,147,0
E,475,275,0
F,720,415,0
G,1675,393,0
H,736,547,0
I,1668,671,0
J,727,538,0
K,239,685,0
L,479,684,0
M,1681,814,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,708,277,0
B,708,270,0
C,493,271,0
D,1919,147,0
E,475,275,0
F,720,415,0
G,1675,393,0
H,736,547,0
I,1668,671,0
J,727,538,0
K,239,685,0
L,479,684,0
M,1681,814,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,708,277,0
B,708,270,0
C,493,271,0
D,1919,147,0
E,475,275,0
F,720,415,0
G,1675,393,0
H,736,547,0
I,1668,671,0
J,727,538,0
K,239,685,0
L,479,684,0
M,1681,814,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,708,277,0
B,708,270,0
C,493,271,0
D,1919,147,0
E,475,275,0
F,720,415,0
G,1675,393,0
H,736,547,0
I,1668,671,0
J,727,538,0
K,239,685,0
L,479,684,0
M,1681,814,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,708,277,0
B,708,270,0
C,493,271,0
D,1919,147,0
E,475,275,0
F,720,415,0
G,1675,393,0
H,736,547,0
I,1668,671,0
J,727,538,0
K,239,685,0
L,479,684,0
M,1681,814,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,708,277,0
B,708,270,0
C,493,271,0
D,1919,147,0
E,475,275,0
F,720,415,0
G,1675,393,0
H,736,547,0
I,1668,671,0
J,727,538,0
K,239,685,0
L,479,684,0
M,1681,814,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,708,277,0
B,708,270,0
C,493,271,0
D,1919,147,0
E,475,275,0
F,720,415,0
G,1675,393,0
H,736,547,0
I,1668,671,0
J,727,538,0
K,239,685,0
L,479,684,0
M,1681,814,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,0,0,0
B,0,0,0
C,0,0,0
D,0,0,0
E,0,0,0
F,0,0,0
G,0,0,0
H,0,0,0
I,0,0,0
J,0,0,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,0,0,0
B,0,0,0
C,0,0,0
D,0,0,0
E,0,0,0
F,0,0,0
G,0,0,0
H,0,0,0
I,0,0,0
J,0,0,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,0,0,0
B,0,0,0
C,0,0,0
D,0,0,0
E,0,0,0
F,0,0,0
G,0,0,0
H,0,0,0
I,0,0,0
J,0,0,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,0,0,0
B,0,0,0
C,0,0,0
D,0,0,0
E,0,0,0
F,0,0,0
G,0,0,0
H,0,0,0
I,0,0,0
J,0,0,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,0,0,0
B,0,0,0
C,0,0,0
D,0,0,0
E,0,0,0
F,0,0,0
G,0,0,0
H,0,0,0
I,0,0,0
J,0,0,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,0,0,0
B,0,0,0
C,0,0,0
D,0,0,0
E,0,0,0
F,0,0,0
G,0,0,0
H,0,0,0
I,0,0,0
J,0,0,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,0,0,0
B,0,0,0
C,0,0,0
D,0,0,0
E,0,0,0
F,0,0,0
G,0,0,0
H,0,0,0
I,0,0,0
J,0,0,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,0,0,0
B,0,0,0
C,0,0,0
D,0,0,0
E,0,0,0
F,0,0,0
G,0,0,0
H,0,0,0
I,0,0,0
J,0,0,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,0,0,0
B,0,0,0
C,0,0,0
D,0,0,0
E,0,0,0
F,0,0,0
G,0,0,0
H,0,0,0
I,0,0,0
J,0,0,0
K,0,0,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,624,191,0
B,630,182,0
C,0,0,0
D,648,173,0
E,0,0,0
F,954,261,0
G,654,184,0
H,964,451,0
I,630,366,0
J,797,631,0
K,627,549,0
L,951,551,0
M,648,546,0
N,1124,190,0
O,1135,190,0
P,1127,358,0
Q,1129,358,0
A,624,191,0
B,630,182,0
C,0,0,0
D,648,173,0
E,0,0,0
F,954,261,0
G,654,184,0
H,964,451,0
I,630,366,0
J,797,631,0
K,627,549,0
L,951,551,0
M,648,546,0
N,1124,190,0
O,1135,190,0
P,1127,358,0
Q,1129,358,0
A,624,191,0
B,630,182,0
C,0,0,0
D,648,173,0
E,0,0,0
F,954,261,0
G,654,184,0
H,964,451,0
I,630,366,0
J,797,631,0
K,627,549,0
L,951,551,0
M,648,546,0
N,1124,190,0
O,1135,190,0
P,1127,358,0
Q,1129,358,0
A,624,191,0
B,630,182,0
C,0,0,0
D,648,173,0
E,0,0,0
F,954,261,0
G,654,184,0
H,964,451,0
I,630,366,0
J,797,631,0
K,627,549,0
L,951,551,0
M,648,546,0
N,1124,190,0
O,1135,190,0
P,1127,358,0
Q,1129,358,0
A,624,191,0
B,630,182,0
C,0,0,0
D,648,173,0
E,0,0,0
F,954,261,0
G,654,184,0
H,964,451,0
I,630,366,0
J,797,631,0
K,627,549,0
L,951,551,0
M,648,546,0
N,1124,190,0
O,1135,190,0
P,1127,358,0
Q,1129,358,0
A,624,191,0
B,630,182,0
C,0,0,0
D,648,173,0
E,0,0,0
F,954,261,0
G,654,184,0
H,964,451,0
I,630,366,0
J,797,631,0
K,627,549,0
L,951,551,0
M,648,546,0
N,1124,190,0
O,1135,190,0
P,1127,358,0
Q,1129,358,0
A,624,191,0
B,630,182,0
C,0,0,0
D,648,173,0
E,0,0,0
F,954,261,0
G,654,184,0
H,964,451,0
I,630,366,0
J,797,631,0
K,627,549,0
L,951,551,0
M,648,546,0
N,1124,190,0
O,1135,190,0
P,1127,358,0
Q,1129,358,0
A,624,191,0
B,630,182,0
C,0,0,0
D,648,173,0
E,0,0,0
F,954,261,0
G,654,184,0
H,964,451,0
I,630,366,0
J,797,631,0
K,627,549,0
L,951,551,0
M,648,546,0
N,1124,190,0
O,1135,190,0
P,1127,358,0
Q,1129,358,0
A,624,191,0
B,630,182,0
C,0,0,0
D,648,173,0
E,0,0,0
F,954,261,0
G,654,184,0
H,964,451,0
I,630,366,0
J,797,631,0
K,627,549,0
L,951,551,0
M,648,546,0
N,1124,190,0
O,1135,190,0
P,1127,358,0
Q,1129,358,0
A,633,93,0
B,631,84,0
C,625,84,0
D,0,0,0
E,477,90,0
F,482,179,0
G,337,186,0
H,627,357,0
I,159,346,0
J,475,448,0
K,329,463,0
L,0,0,0
M,318,538,0
N,790,539,0
O,788,543,0
P,0,0,0
Q,0,0,0
A,633,93,0
B,631,84,0
C,625,84,0
D,0,0,0
E,477,90,0
F,482,179,0
G,337,186,0
H,627,357,0
I,159,346,0
J,475,448,0
K,329,463,0
L,0,0,0
M,318,538,0
N,790,539,0
O,788,543,0
P,0,0,0
Q,0,0,0
A,633,93,0
B,631,84,0
C,625,84,0
D,0,0,0
E,477,90,0
F,482,179,0
G,337,186,0
H,627,357,0
I,159,346,0
J,475,448,0
K,329,463,0
L,0,0,0
M,318,538,0
N,790,539,0
O,788,543,0
P,0,0,0
Q,0,0,0
A,633,93,0
B,631,84,0
C,625,84,0
D,0,0,0
E,477,90,0
F,482,179,0
G,337,186,0
H,627,357,0
I,159,346,0
J,475,448,0
K,329,463,0
L,0,0,0
M,318,538,0
N,790,539,0
O,788,543,0
P,0,0,0
Q,0,0,0
A,633,93,0
B,631,84,0
C,625,84,0
D,0,0,0
E,477,90,0
F,482,179,0
G,337,186,0
H,627,357,0
I,159,346,0
J,475,448,0
K,329,463,0
L,0,0,0
M,318,538,0
N,790,539,0
O,788,543,0
P,0,0,0
Q,0,0,0
A,633,93,0
B,631,84,0
C,625,84,0
D,0,0,0
E,477,90,0
F,482,179,0
G,337,186,0
H,627,357,0
I,159,346,0
J,475,448,0
K,329,463,0
L,0,0,0
M,318,538,0
N,790,539,0
O,788,543,0
P,0,0,0
Q,0,0,0
A,633,93,0
B,631,84,0
C,625,84,0
D,0,0,0
E,477,90,0
F,482,179,0
G,337,186,0
H,627,357,0
I,159,346,0
J,475,448,0
K,329,463,0
L,0,0,0
M,318,538,0
N,790,539,0
O,788,543,0
P,0,0,0
Q,0,0,0
A,633,93,0
B,631,84,0
C,625,84,0
D,0,0,0
E,477,90,0
F,482,179,0
G,337,186,0
H,627,357,0
I,159,346,0
J,475,448,0
K,329,463,0
L,0,0,0
M,318,538,0
N,790,539,0
O,788,543,0
P,0,0,0
Q,0,0,0
A,633,93,0
B,631,84,0
C,625,84,0
D,0,0,0
E,477,90,0
F,482,179,0
G,337,186,0
H,627,357,0
I,159,346,0
J,475,448,0
K,329,463,0
L,0,0,0
M,318,538,0
N,790,539,0
O,788,543,0
P,0,0,0
Q,0,0,0
A,128,189,0
B,128,179,0
C,112,191,0
D,171,10,0
E,98,228,0
F,147,229,0
G,136,66,0
H,178,289,0
I,191,288,0
J,165,298,0
K,66,284,0
L,166,350,0
M,125,190,0
N,246,407,0
O,181,424,0
P,0,0,0
Q,0,0,0
A,128,189,0
B,128,179,0
C,112,191,0
D,171,10,0
E,98,228,0
F,147,229,0
G,136,66,0
H,178,289,0
I,191,288,0
J,165,298,0
K,66,284,0
L,166,350,0
M,125,190,0
N,246,407,0
O,181,424,0
P,0,0,0
Q,0,0,0
A,128,189,0
B,128,179,0
C,112,191,0
D,171,10,0
E,98,228,0
F,147,229,0
G,136,66,0
H,178,289,0
I,191,288,0
J,165,298,0
K,66,284,0
L,166,350,0
M,125,190,0
N,246,407,0
O,181,424,0
P,0,0,0
Q,0,0,0
A,128,189,0
B,128,179,0
C,112,191,0
D,171,10,0
E,98,228,0
F,147,229,0
G,136,66,0
H,178,289,0
I,191,288,0
J,165,298,0
K,66,284,0
L,166,350,0
M,125,190,0
N,246,407,0
O,181,424,0
P,0,0,0
Q,0,0,0
A,128,189,0
B,128,179,0
C,112,191,0
D,171,10,0
E,98,228,0
F,147,229,0
G,136,66,0
H,178,289,0
I,191,288,0
J,165,298,0
K,66,284,0
L,166,350,0
M,125,190,0
N,246,407,0
O,181,424,0
P,0,0,0
Q,0,0,0
A,128,189,0
B,128,179,0
C,112,191,0
D,171,10,0
E,98,228,0
F,147,229,0
G,136,66,0
H,178,289,0
I,191,288,0
J,165,298,0
K,66,284,0
L,166,350,0
M,125,190,0
N,246,407,0
O,181,424,0
P,0,0,0
Q,0,0,0
A,128,189,0
B,128,179,0
C,112,191,0
D,171,10,0
E,98,228,0
F,147,229,0
G,136,66,0
H,178,289,0
I,191,288,0
J,165,298,0
K,66,284,0
L,166,350,0
M,125,190,0
N,246,407,0
O,181,424,0
P,0,0,0
Q,0,0,0
A,128,189,0
B,128,179,0
C,112,191,0
D,171,10,0
E,98,228,0
F,147,229,0
G,136,66,0
H,178,289,0
I,191,288,0
J,165,298,0
K,66,284,0
L,166,350,0
M,125,190,0
N,246,407,0
O,181,424,0
P,0,0,0
Q,0,0,0
A,128,189,0
B,128,179,0
C,112,191,0
D,171,10,0
E,98,228,0
F,147,229,0
G,136,66,0
H,178,289,0
I,191,288,0
J,165,298,0
K,66,284,0
L,166,350,0
M,125,190,0
N,246,407,0
O,181,424,0
P,0,0,0
Q,0,0,0
A,313,100,0
B,324,88,0
C,259,82,0
D,382,88,0
E,85,92,0
F,7,134,0
G,92,132,0
H,2,184,0
I,4,227,0
J,401,222,0
K,85,279,0
L,155,223,0
M,86,219,0
N,0,0,0
O,241,351,0
P,0,0,0
Q,0,0,0
A,313,100,0
B,324,88,0
C,259,82,0
D,382,88,0
E,85,92,0
F,7,134,0
G,92,132,0
H,2,184,0
I,4,227,0
J,401,222,0
K,85,279,0
L,155,223,0
M,86,219,0
N,0,0,0
O,241,351,0
P,0,0,0
Q,0,0,0
A,313,100,0
B,324,88,0
C,259,82,0
D,382,88,0
E,85,92,0
F,7,134,0
G,92,132,0
H,2,184,0
I,4,227,0
J,401,222,0
K,85,279,0
L,155,223,0
M,86,219,0
N,0,0,0
O,241,351,0
P,0,0,0
Q,0,0,0
A,313,100,0
B,324,88,0
C,259,82,0
D,382,88,0
E,85,92,0
F,7,134,0
G,92,132,0
H,2,184,0
I,4,227,0
J,401,222,0
K,85,279,0
L,155,223,0
M,86,219,0
N,0,0,0
O,241,351,0
P,0,0,0
Q,0,0,0
A,313,100,0
B,324,88,0
C,259,82,0
D,382,88,0
E,85,92,0
F,7,134,0
G,92,132,0
H,2,184,0
I,4,227,0
J,401,222,0
K,85,279,0
L,155,223,0
M,86,219,0
N,0,0,0
O,241,351,0
P,0,0,0
Q,0,0,0
A,313,100,0
B,324,88,0
C,259,82,0
D,382,88,0
E,85,92,0
F,7,134,0
G,92,132,0
H,2,184,0
I,4,227,0
J,401,222,0
K,85,279,0
L,155,223,0
M,86,219,0
N,0,0,0
O,241,351,0
P,0,0,0
Q,0,0,0
A,313,100,0
B,324,88,0
C,259,82,0
D,382,88,0
E,85,92,0
F,7,134,0
G,92,132,0
H,2,184,0
I,4,227,0
J,401,222,0
K,85,279,0
L,155,223,0
M,86,219,0
N,0,0,0
O,241,351,0
P,0,0,0
Q,0,0,0
A,313,100,0
B,324,88,0
C,259,82,0
D,382,88,0
E,85,92,0
F,7,134,0
G,92,132,0
H,2,184,0
I,4,227,0
J,401,222,0
K,85,279,0
L,155,223,0
M,86,219,0
N,0,0,0
O,241,351,0
P,0,0,0
Q,0,0,0
A,313,100,0
B,324,88,0
C,259,82,0
D,382,88,0
E,85,92,0
F,7,134,0
G,92,132,0
H,2,184,0
I,4,227,0
J,401,222,0
K,85,279,0
L,155,223,0
M,86,219,0
N,0,0,0
O,241,351,0
P,0,0,0
Q,0,0,0
A,80,67,0
B,93,61,0
C,71,58,0
D,0,0,0
E,43,65,0
F,106,125,0
G,29,120,0
H,0,0,0
I,28,167,0
J,168,82,0
K,110,145,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,80,67,0
B,93,61,0
C,71,58,0
D,0,0,0
E,43,65,0
F,106,125,0
G,29,120,0
H,0,0,0
I,28,167,0
J,168,82,0
K,110,145,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,80,67,0
B,93,61,0
C,71,58,0
D,0,0,0
E,43,65,0
F,106,125,0
G,29,120,0
H,0,0,0
I,28,167,0
J,168,82,0
K,110,145,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,80,67,0
B,93,61,0
C,71,58,0
D,0,0,0
E,43,65,0
F,106,125,0
G,29,120,0
H,0,0,0
I,28,167,0
J,168,82,0
K,110,145,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
P,0,0,0
Q,0,0,0
A,80,67,0
B,93,61,0
C,71,58,0
D,0,0,0
E,43,65,0
F,106,125,0
G,29,120,0
H,0,0,0
I,28,167,0
J,168,82,0
K,110,145,0
L,0,0,0
M,0,0,0
N,0,0,0
O,0,0,0
