keypoint,x,y,action
H,1120,267,1
I,1120,265,1
J,802,356,1
K,479,352,1
L,474,444,1
M,475,445,1
N,951,446,1
O,964,445,1
P,951,533,1
Q,816,532,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,954,396,1
G,948,399,1
H,0,0,1
I,0,0,1
J,701,402,1
K,0,0,1
L,950,532,1
M,728,529,1
N,947,279,1
O,952,279,1
P,723,684,1
Q,495,410,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,954,396,1
G,948,399,1
H,0,0,1
I,0,0,1
J,701,402,1
K,0,0,1
L,950,532,1
M,728,529,1
N,947,279,1
O,952,279,1
P,723,684,1
Q,495,410,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,954,396,1
G,948,399,1
H,0,0,1
I,0,0,1
J,701,402,1
K,0,0,1
L,950,532,1
M,728,529,1
N,947,279,1
O,952,279,1
P,723,684,1
Q,495,410,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,954,396,1
G,948,399,1
H,0,0,1
I,0,0,1
J,701,402,1
K,0,0,1
L,950,532,1
M,728,529,1
N,947,279,1
O,952,279,1
P,723,684,1
Q,495,410,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,954,396,1
G,948,399,1
H,0,0,1
I,0,0,1
J,701,402,1
K,0,0,1
L,950,532,1
M,728,529,1
N,947,279,1
O,952,279,1
P,723,684,1
Q,495,410,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,954,396,1
G,948,399,1
H,0,0,1
I,0,0,1
J,701,402,1
K,0,0,1
L,950,532,1
M,728,529,1
N,947,279,1
O,952,279,1
P,723,684,1
Q,495,410,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,954,396,1
G,948,399,1
H,0,0,1
I,0,0,1
J,701,402,1
K,0,0,1
L,950,532,1
M,728,529,1
N,947,279,1
O,952,279,1
P,723,684,1
Q,495,410,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,954,396,1
G,948,399,1
H,0,0,1
I,0,0,1
J,701,402,1
K,0,0,1
L,950,532,1
M,728,529,1
N,947,279,1
O,952,279,1
P,723,684,1
Q,495,410,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,954,396,1
G,948,399,1
H,0,0,1
I,0,0,1
J,701,402,1
K,0,0,1
L,950,532,1
M,728,529,1
N,947,279,1
O,952,279,1
P,723,684,1
Q,495,410,1
A,164,353,1
B,165,349,1
C,0,0,1
D,171,345,1
E,0,0,1
F,240,347,1
G,236,353,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,321,359,1
M,315,362,1
N,0,0,1
O,0,0,1
P,550,416,1
Q,549,416,1
A,164,353,1
B,165,349,1
C,0,0,1
D,171,345,1
E,0,0,1
F,240,347,1
G,236,353,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,321,359,1
M,315,362,1
N,0,0,1
O,0,0,1
P,550,416,1
Q,549,416,1
A,164,353,1
B,165,349,1
C,0,0,1
D,171,345,1
E,0,0,1
F,240,347,1
G,236,353,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,321,359,1
M,315,362,1
N,0,0,1
O,0,0,1
P,550,416,1
Q,549,416,1
A,164,353,1
B,165,349,1
C,0,0,1
D,171,345,1
E,0,0,1
F,240,347,1
G,236,353,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,321,359,1
M,315,362,1
N,0,0,1
O,0,0,1
P,550,416,1
Q,549,416,1
A,164,353,1
B,165,349,1
C,0,0,1
D,171,345,1
E,0,0,1
F,240,347,1
G,236,353,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,321,359,1
M,315,362,1
N,0,0,1
O,0,0,1
P,550,416,1
Q,549,416,1
A,164,353,1
B,165,349,1
C,0,0,1
D,171,345,1
E,0,0,1
F,240,347,1
G,236,353,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,321,359,1
M,315,362,1
N,0,0,1
O,0,0,1
P,550,416,1
Q,549,416,1
A,164,353,1
B,165,349,1
C,0,0,1
D,171,345,1
E,0,0,1
F,240,347,1
G,236,353,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,321,359,1
M,315,362,1
N,0,0,1
O,0,0,1
P,550,416,1
Q,549,416,1
A,164,353,1
B,165,349,1
C,0,0,1
D,171,345,1
E,0,0,1
F,240,347,1
G,236,353,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,321,359,1
M,315,362,1
N,0,0,1
O,0,0,1
P,550,416,1
Q,549,416,1
A,164,353,1
B,165,349,1
C,0,0,1
D,171,345,1
E,0,0,1
F,240,347,1
G,236,353,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,321,359,1
M,315,362,1
N,0,0,1
O,0,0,1
P,550,416,1
Q,549,416,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,111,140,1
F,85,154,1
G,111,156,1
H,56,176,1
I,117,173,1
J,53,201,1
K,117,178,1
L,92,189,1
M,108,202,1
N,99,215,1
O,111,215,1
P,99,242,1
Q,100,246,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,111,140,1
F,85,154,1
G,111,156,1
H,56,176,1
I,117,173,1
J,53,201,1
K,117,178,1
L,92,189,1
M,108,202,1
N,99,215,1
O,111,215,1
P,99,242,1
Q,100,246,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,111,140,1
F,85,154,1
G,111,156,1
H,56,176,1
I,117,173,1
J,53,201,1
K,117,178,1
L,92,189,1
M,108,202,1
N,99,215,1
O,111,215,1
P,99,242,1
Q,100,246,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,111,140,1
F,85,154,1
G,111,156,1
H,56,176,1
I,117,173,1
J,53,201,1
K,117,178,1
L,92,189,1
M,108,202,1
N,99,215,1
O,111,215,1
P,99,242,1
Q,100,246,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,111,140,1
F,85,154,1
G,111,156,1
H,56,176,1
I,117,173,1
J,53,201,1
K,117,178,1
L,92,189,1
M,108,202,1
N,99,215,1
O,111,215,1
P,99,242,1
Q,100,246,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,111,140,1
F,85,154,1
G,111,156,1
H,56,176,1
I,117,173,1
J,53,201,1
K,117,178,1
L,92,189,1
M,108,202,1
N,99,215,1
O,111,215,1
P,99,242,1
Q,100,246,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,111,140,1
F,85,154,1
G,111,156,1
H,56,176,1
I,117,173,1
J,53,201,1
K,117,178,1
L,92,189,1
M,108,202,1
N,99,215,1
O,111,215,1
P,99,242,1
Q,100,246,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,111,140,1
F,85,154,1
G,111,156,1
H,56,176,1
I,117,173,1
J,53,201,1
K,117,178,1
L,92,189,1
M,108,202,1
N,99,215,1
O,111,215,1
P,99,242,1
Q,100,246,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,111,140,1
F,85,154,1
G,111,156,1
H,56,176,1
I,117,173,1
J,53,201,1
K,117,178,1
L,92,189,1
M,108,202,1
N,99,215,1
O,111,215,1
P,99,242,1
Q,100,246,1
A,0,0,1
B,0,0,1
C,0,0,1
D,310,231,1
E,0,0,1
F,310,241,1
G,323,237,1
H,305,284,1
I,327,287,1
J,304,296,1
K,329,296,1
L,316,300,1
M,327,301,1
N,310,353,1
O,328,353,1
P,314,364,1
Q,327,364,1
A,0,0,1
B,0,0,1
C,0,0,1
D,310,231,1
E,0,0,1
F,310,241,1
G,323,237,1
H,305,284,1
I,327,287,1
J,304,296,1
K,329,296,1
L,316,300,1
M,327,301,1
N,310,353,1
O,328,353,1
P,314,364,1
Q,327,364,1
A,0,0,1
B,0,0,1
C,0,0,1
D,310,231,1
E,0,0,1
F,310,241,1
G,323,237,1
H,305,284,1
I,327,287,1
J,304,296,1
K,329,296,1
L,316,300,1
M,327,301,1
N,310,353,1
O,328,353,1
P,314,364,1
Q,327,364,1
A,0,0,1
B,0,0,1
C,0,0,1
D,310,231,1
E,0,0,1
F,310,241,1
G,323,237,1
H,305,284,1
I,327,287,1
J,304,296,1
K,329,296,1
L,316,300,1
M,327,301,1
N,310,353,1
O,328,353,1
P,314,364,1
Q,327,364,1
A,0,0,1
B,0,0,1
C,0,0,1
D,310,231,1
E,0,0,1
F,310,241,1
G,323,237,1
H,305,284,1
I,327,287,1
J,304,296,1
K,329,296,1
L,316,300,1
M,327,301,1
N,310,353,1
O,328,353,1
P,314,364,1
Q,327,364,1
A,0,0,1
B,0,0,1
C,0,0,1
D,310,231,1
E,0,0,1
F,310,241,1
G,323,237,1
H,305,284,1
I,327,287,1
J,304,296,1
K,329,296,1
L,316,300,1
M,327,301,1
N,310,353,1
O,328,353,1
P,314,364,1
Q,327,364,1
A,0,0,1
B,0,0,1
C,0,0,1
D,310,231,1
E,0,0,1
F,310,241,1
G,323,237,1
H,305,284,1
I,327,287,1
J,304,296,1
K,329,296,1
L,316,300,1
M,327,301,1
N,310,353,1
O,328,353,1
P,314,364,1
Q,327,364,1
A,0,0,1
B,0,0,1
C,0,0,1
D,310,231,1
E,0,0,1
F,310,241,1
G,323,237,1
H,305,284,1
I,327,287,1
J,304,296,1
K,329,296,1
L,316,300,1
M,327,301,1
N,310,353,1
O,328,353,1
P,314,364,1
Q,327,364,1
A,0,0,1
B,0,0,1
C,0,0,1
D,310,231,1
E,0,0,1
F,310,241,1
G,323,237,1
H,305,284,1
I,327,287,1
J,304,296,1
K,329,296,1
L,316,300,1
M,327,301,1
N,310,353,1
O,328,353,1
P,314,364,1
Q,327,364,1
A,953,124,1
B,958,17,1
C,954,147,1
D,1427,260,1
E,944,150,1
F,972,279,1
G,728,146,1
H,1190,274,1
I,718,420,1
J,0,0,1
K,486,680,1
L,0,0,1
M,945,668,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,953,124,1
B,958,17,1
C,954,147,1
D,1427,260,1
E,944,150,1
F,972,279,1
G,728,146,1
H,1190,274,1
I,718,420,1
J,0,0,1
K,486,680,1
L,0,0,1
M,945,668,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,953,124,1
B,958,17,1
C,954,147,1
D,1427,260,1
E,944,150,1
F,972,279,1
G,728,146,1
H,1190,274,1
I,718,420,1
J,0,0,1
K,486,680,1
L,0,0,1
M,945,668,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,953,124,1
B,958,17,1
C,954,147,1
D,1427,260,1
E,944,150,1
F,972,279,1
G,728,146,1
H,1190,274,1
I,718,420,1
J,0,0,1
K,486,680,1
L,0,0,1
M,945,668,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,953,124,1
B,958,17,1
C,954,147,1
D,1427,260,1
E,944,150,1
F,972,279,1
G,728,146,1
H,1190,274,1
I,718,420,1
J,0,0,1
K,486,680,1
L,0,0,1
M,945,668,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,953,124,1
B,958,17,1
C,954,147,1
D,1427,260,1
E,944,150,1
F,972,279,1
G,728,146,1
H,1190,274,1
I,718,420,1
J,0,0,1
K,486,680,1
L,0,0,1
M,945,668,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,953,124,1
B,958,17,1
C,954,147,1
D,1427,260,1
E,944,150,1
F,972,279,1
G,728,146,1
H,1190,274,1
I,718,420,1
J,0,0,1
K,486,680,1
L,0,0,1
M,945,668,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,953,124,1
B,958,17,1
C,954,147,1
D,1427,260,1
E,944,150,1
F,972,279,1
G,728,146,1
H,1190,274,1
I,718,420,1
J,0,0,1
K,486,680,1
L,0,0,1
M,945,668,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,953,124,1
B,958,17,1
C,954,147,1
D,1427,260,1
E,944,150,1
F,972,279,1
G,728,146,1
H,1190,274,1
I,718,420,1
J,0,0,1
K,486,680,1
L,0,0,1
M,945,668,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,224,354,1
B,216,417,1
C,221,356,1
D,222,348,1
E,0,0,1
F,0,0,1
G,261,366,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,224,354,1
B,216,417,1
C,221,356,1
D,222,348,1
E,0,0,1
F,0,0,1
G,261,366,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,224,354,1
B,216,417,1
C,221,356,1
D,222,348,1
E,0,0,1
F,0,0,1
G,261,366,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,224,354,1
B,216,417,1
C,221,356,1
D,222,348,1
E,0,0,1
F,0,0,1
G,261,366,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,224,354,1
B,216,417,1
C,221,356,1
D,222,348,1
E,0,0,1
F,0,0,1
G,261,366,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,224,354,1
B,216,417,1
C,221,356,1
D,222,348,1
E,0,0,1
F,0,0,1
G,261,366,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,224,354,1
B,216,417,1
C,221,356,1
D,222,348,1
E,0,0,1
F,0,0,1
G,261,366,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,224,354,1
B,216,417,1
C,221,356,1
D,222,348,1
E,0,0,1
F,0,0,1
G,261,366,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,224,354,1
B,216,417,1
C,221,356,1
D,222,348,1
E,0,0,1
F,0,0,1
G,261,366,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,233,124,1
B,232,118,1
C,228,118,1
D,407,173,1
E,163,119,1
F,175,175,1
G,156,179,1
H,240,188,1
I,169,243,1
J,317,187,1
K,316,300,1
L,164,302,1
M,157,306,1
N,311,235,1
O,234,364,1
P,311,426,1
Q,309,429,1
A,233,124,1
B,232,118,1
C,228,118,1
D,407,173,1
E,163,119,1
F,175,175,1
G,156,179,1
H,240,188,1
I,169,243,1
J,317,187,1
K,316,300,1
L,164,302,1
M,157,306,1
N,311,235,1
O,234,364,1
P,311,426,1
Q,309,429,1
A,233,124,1
B,232,118,1
C,228,118,1
D,407,173,1
E,163,119,1
F,175,175,1
G,156,179,1
H,240,188,1
I,169,243,1
J,317,187,1
K,316,300,1
L,164,302,1
M,157,306,1
N,311,235,1
O,234,364,1
P,311,426,1
Q,309,429,1
A,233,124,1
B,232,118,1
C,228,118,1
D,407,173,1
E,163,119,1
F,175,175,1
G,156,179,1
H,240,188,1
I,169,243,1
J,317,187,1
K,316,300,1
L,164,302,1
M,157,306,1
N,311,235,1
O,234,364,1
P,311,426,1
Q,309,429,1
A,233,124,1
B,232,118,1
C,228,118,1
D,407,173,1
E,163,119,1
F,175,175,1
G,156,179,1
H,240,188,1
I,169,243,1
J,317,187,1
K,316,300,1
L,164,302,1
M,157,306,1
N,311,235,1
O,234,364,1
P,311,426,1
Q,309,429,1
A,233,124,1
B,232,118,1
C,228,118,1
D,407,173,1
E,163,119,1
F,175,175,1
G,156,179,1
H,240,188,1
I,169,243,1
J,317,187,1
K,316,300,1
L,164,302,1
M,157,306,1
N,311,235,1
O,234,364,1
P,311,426,1
Q,309,429,1
A,233,124,1
B,232,118,1
C,228,118,1
D,407,173,1
E,163,119,1
F,175,175,1
G,156,179,1
H,240,188,1
I,169,243,1
J,317,187,1
K,316,300,1
L,164,302,1
M,157,306,1
N,311,235,1
O,234,364,1
P,311,426,1
Q,309,429,1
A,233,124,1
B,232,118,1
C,228,118,1
D,407,173,1
E,163,119,1
F,175,175,1
G,156,179,1
H,240,188,1
I,169,243,1
J,317,187,1
K,316,300,1
L,164,302,1
M,157,306,1
N,311,235,1
O,234,364,1
P,311,426,1
Q,309,429,1
A,233,124,1
B,232,118,1
C,228,118,1
D,407,173,1
E,163,119,1
F,175,175,1
G,156,179,1
H,240,188,1
I,169,243,1
J,317,187,1
K,316,300,1
L,164,302,1
M,157,306,1
N,311,235,1
O,234,364,1
P,311,426,1
Q,309,429,1
A,332,124,1
B,383,117,1
C,327,118,1
D,391,121,1
E,322,121,1
F,402,182,1
G,312,181,1
H,408,244,1
I,303,246,1
J,400,241,1
K,321,251,1
L,399,297,1
M,326,297,1
N,396,294,1
O,312,292,1
P,396,307,1
Q,326,349,1
A,332,124,1
B,383,117,1
C,327,118,1
D,391,121,1
E,322,121,1
F,402,182,1
G,312,181,1
H,408,244,1
I,303,246,1
J,400,241,1
K,321,251,1
L,399,297,1
M,326,297,1
N,396,294,1
O,312,292,1
P,396,307,1
Q,326,349,1
A,332,124,1
B,383,117,1
C,327,118,1
D,391,121,1
E,322,121,1
F,402,182,1
G,312,181,1
H,408,244,1
I,303,246,1
J,400,241,1
K,321,251,1
L,399,297,1
M,326,297,1
N,396,294,1
O,312,292,1
P,396,307,1
Q,326,349,1
A,332,124,1
B,383,117,1
C,327,118,1
D,391,121,1
E,322,121,1
F,402,182,1
G,312,181,1
H,408,244,1
I,303,246,1
J,400,241,1
K,321,251,1
L,399,297,1
M,326,297,1
N,396,294,1
O,312,292,1
P,396,307,1
Q,326,349,1
A,332,124,1
B,383,117,1
C,327,118,1
D,391,121,1
E,322,121,1
F,402,182,1
G,312,181,1
H,408,244,1
I,303,246,1
J,400,241,1
K,321,251,1
L,399,297,1
M,326,297,1
N,396,294,1
O,312,292,1
P,396,307,1
Q,326,349,1
A,332,124,1
B,383,117,1
C,327,118,1
D,391,121,1
E,322,121,1
F,402,182,1
G,312,181,1
H,408,244,1
I,303,246,1
J,400,241,1
K,321,251,1
L,399,297,1
M,326,297,1
N,396,294,1
O,312,292,1
P,396,307,1
Q,326,349,1
A,332,124,1
B,383,117,1
C,327,118,1
D,391,121,1
E,322,121,1
F,402,182,1
G,312,181,1
H,408,244,1
I,303,246,1
J,400,241,1
K,321,251,1
L,399,297,1
M,326,297,1
N,396,294,1
O,312,292,1
P,396,307,1
Q,326,349,1
A,332,124,1
B,383,117,1
C,327,118,1
D,391,121,1
E,322,121,1
F,402,182,1
G,312,181,1
H,408,244,1
I,303,246,1
J,400,241,1
K,321,251,1
L,399,297,1
M,326,297,1
N,396,294,1
O,312,292,1
P,396,307,1
Q,326,349,1
A,332,124,1
B,383,117,1
C,327,118,1
D,391,121,1
E,322,121,1
F,402,182,1
G,312,181,1
H,408,244,1
I,303,246,1
J,400,241,1
K,321,251,1
L,399,297,1
M,326,297,1
N,396,294,1
O,312,292,1
P,396,307,1
Q,326,349,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,0,0,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,432,240,1
M,0,0,1
N,424,304,1
O,426,303,1
P,0,0,1
Q,0,0,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,0,0,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,432,240,1
M,0,0,1
N,424,304,1
O,426,303,1
P,0,0,1
Q,0,0,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,0,0,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,432,240,1
M,0,0,1
N,424,304,1
O,426,303,1
P,0,0,1
Q,0,0,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,0,0,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,432,240,1
M,0,0,1
N,424,304,1
O,426,303,1
P,0,0,1
Q,0,0,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,0,0,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,432,240,1
M,0,0,1
N,424,304,1
O,426,303,1
P,0,0,1
Q,0,0,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,0,0,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,432,240,1
M,0,0,1
N,424,304,1
O,426,303,1
P,0,0,1
Q,0,0,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,0,0,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,432,240,1
M,0,0,1
N,424,304,1
O,426,303,1
P,0,0,1
Q,0,0,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,0,0,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,432,240,1
M,0,0,1
N,424,304,1
O,426,303,1
P,0,0,1
Q,0,0,1
A,0,0,1
B,0,0,1
C,0,0,1
D,0,0,1
E,0,0,1
F,0,0,1
G,0,0,1
H,0,0,1
I,0,0,1
J,0,0,1
K,0,0,1
L,432,240,1
M,0,0,1
N,424,304,1
O,426,303,1
P,0,0,1
Q,0,0,1
A,151,130,1
B,154,125,1
C,0,0,1
D,167,124,1
E,0,0,1
F,189,139,1
G,164,139,1
H,206,150,1
I,0,0,1
J,194,179,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,151,130,1
B,154,125,1
C,0,0,1
D,167,124,1
E,0,0,1
F,189,139,1
G,164,139,1
H,206,150,1
I,0,0,1
J,194,179,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,151,130,1
B,154,125,1
C,0,0,1
D,167,124,1
E,0,0,1
F,189,139,1
G,164,139,1
H,206,150,1
I,0,0,1
J,194,179,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,151,130,1
B,154,125,1
C,0,0,1
D,167,124,1
E,0,0,1
F,189,139,1
G,164,139,1
H,206,150,1
I,0,0,1
J,194,179,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,151,130,1
B,154,125,1
C,0,0,1
D,167,124,1
E,0,0,1
F,189,139,1
G,164,139,1
H,206,150,1
I,0,0,1
J,194,179,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,151,130,1
B,154,125,1
C,0,0,1
D,167,124,1
E,0,0,1
F,189,139,1
G,164,139,1
H,206,150,1
I,0,0,1
J,194,179,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,151,130,1
B,154,125,1
C,0,0,1
D,167,124,1
E,0,0,1
F,189,139,1
G,164,139,1
H,206,150,1
I,0,0,1
J,194,179,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,151,130,1
B,154,125,1
C,0,0,1
D,167,124,1
E,0,0,1
F,189,139,1
G,164,139,1
H,206,150,1
I,0,0,1
J,194,179,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,151,130,1
B,154,125,1
C,0,0,1
D,167,124,1
E,0,0,1
F,189,139,1
G,164,139,1
H,206,150,1
I,0,0,1
J,194,179,1
K,0,0,1
L,0,0,1
M,0,0,1
N,0,0,1
O,0,0,1
P,0,0,1
Q,0,0,1
A,410,269,1
B,411,267,1
C,411,267,1
D,0,0,1
E,408,266,1
F,409,275,1
G,404,274,1
H,410,282,1
I,401,282,1
J,409,285,1
K,403,284,1
L,406,288,1
M,402,288,1
N,405,302,1
O,403,302,1
P,405,310,1
Q,402,310,1
A,410,269,1
B,411,267,1
C,411,267,1
D,0,0,1
E,408,266,1
F,409,275,1
G,404,274,1
H,410,282,1
I,401,282,1
J,409,285,1
K,403,284,1
L,406,288,1
M,402,288,1
N,405,302,1
O,403,302,1
P,405,310,1
Q,402,310,1
A,410,269,1
B,411,267,1
C,411,267,1
D,0,0,1
E,408,266,1
F,409,275,1
G,404,274,1
H,410,282,1
I,401,282,1
J,409,285,1
K,403,284,1
L,406,288,1
M,402,288,1
N,405,302,1
O,403,302,1
P,405,310,1
Q,402,310,1
A,410,269,1
B,411,267,1
C,411,267,1
D,0,0,1
E,408,266,1
F,409,275,1
G,404,274,1
H,410,282,1
I,401,282,1
J,409,285,1
K,403,284,1
L,406,288,1
M,402,288,1
N,405,302,1
O,403,302,1
P,405,310,1
Q,402,310,1
A,410,269,1
B,411,267,1
C,411,267,1
D,0,0,1
E,408,266,1
F,409,275,1
G,404,274,1
H,410,282,1
I,401,282,1
J,409,285,1
K,403,284,1
L,406,288,1
M,402,288,1
N,405,302,1
O,403,302,1
P,405,310,1
Q,402,310,1
A,410,269,1
B,411,267,1
C,411,267,1
D,0,0,1
E,408,266,1
F,409,275,1
G,404,274,1
H,410,282,1
I,401,282,1
J,409,285,1
K,403,284,1
L,406,288,1
M,402,288,1
N,405,302,1
O,403,302,1
P,405,310,1
Q,402,310,1
A,410,269,1
B,411,267,1
C,411,267,1
D,0,0,1
E,408,266,1
F,409,275,1
G,404,274,1
H,410,282,1
I,401,282,1
J,409,285,1
K,403,284,1
L,406,288,1
M,402,288,1
N,405,302,1
O,403,302,1
P,405,310,1
Q,402,310,1
A,410,269,1
B,411,267,1
C,411,267,1
D,0,0,1
E,408,266,1
F,409,275,1
G,404,274,1
H,410,282,1
I,401,282,1
J,409,285,1
K,403,284,1
L,406,288,1
M,402,288,1
N,405,302,1
O,403,302,1
P,405,310,1
Q,402,310,1
A,410,269,1
B,411,267,1
C,411,267,1
D,0,0,1
E,408,266,1
F,409,275,1
G,404,274,1
H,410,282,1
I,401,282,1
J,409,285,1
K,403,284,1
L,406,288,1
M,402,288,1
N,405,302,1
O,403,302,1
P,405,310,1
Q,402,310,1
A,373,304,1
B,0,0,1
C,373,301,1
D,0,0,1
E,326,300,1
F,0,0,1
G,322,306,1
H,0,0,1
I,379,358,1
J,0,0,1
K,0,0,1
L,305,306,1
M,306,354,1
N,240,286,1
O,0,0,1
P,221,369,1
Q,309,368,1
A,373,304,1
B,0,0,1
C,373,301,1
D,0,0,1
E,326,300,1
F,0,0,1
G,322,306,1
H,0,0,1
I,379,358,1
J,0,0,1
K,0,0,1
L,305,306,1
M,306,354,1
N,240,286,1
O,0,0,1
P,221,369,1
Q,309,368,1
A,373,304,1
B,0,0,1
C,373,301,1
D,0,0,1
E,326,300,1
F,0,0,1
